Timestamp,CPU_%,Mem_Used_MB
13:43:35,2.7,15.49
13:43:36,0.9,15.50
13:43:37,4,15.50
13:43:38,1.4,15.51
13:43:39,2.7,15.51
13:43:41,1.3,15.51
13:43:42,2.2,15.50
13:43:43,1.4,15.48
13:43:44,0.5,15.48
13:43:45,1.4,15.44
13:43:46,0.5,15.45
13:43:48,1.4,15.45
13:43:49,1.4,15.46
13:43:50,1.4,15.46
13:43:51,1.4,15.46
13:43:52,0.9,15.42
13:43:53,2.2,15.43
13:43:55,5,15.45
13:43:56,2.7,15.46
13:43:57,1.4,15.46
13:43:58,1.8,15.46
13:43:59,1.4,15.46
13:44:00,1.3,15.45
13:44:02,1.8,15.46
13:44:03,0.9,15.49
13:44:04,1.8,15.49
13:44:05,12.4,15.36
13:44:06,10.3,15.33
13:44:07,0.9,15.48
13:44:09,0.9,15.50
13:44:10,0.5,15.50
13:44:11,0.9,15.51
13:44:12,0.9,15.51
13:44:13,0.5,15.51
13:44:14,0.9,15.52
13:44:16,0.5,15.54
13:44:17,0.9,15.53
13:44:18,1.8,15.54
13:44:19,11,15.42
13:44:20,1.3,15.44
13:44:21,0.9,15.44
13:44:23,0.9,15.43
13:44:24,5.4,15.46
13:44:25,6.2,15.49
13:44:26,8.6,15.52
13:44:27,12.9,15.59
13:44:28,9.5,15.64
13:44:30,12.9,15.80
13:44:31,9.5,15.82
13:44:32,12.8,15.82
13:44:33,0.9,15.83
13:44:34,0.9,15.84
13:44:35,3.1,15.80
13:44:37,5,15.81
13:44:38,1.4,15.82
13:44:39,0.5,15.82
13:44:40,0.9,15.85
13:44:41,0.9,15.85
13:44:42,0.9,15.85
13:44:44,1.8,15.85
13:44:45,9.9,15.87
13:44:46,1.3,15.87
13:44:47,0.5,15.87
13:44:48,0.9,15.82
13:44:49,1.3,15.82
13:44:51,4,15.82
13:44:52,2.2,15.84
13:44:53,0.5,15.82
13:44:54,1.3,15.82
13:44:55,1.8,15.81
13:44:56,2.2,15.82
13:44:58,0.9,15.82
13:44:59,1.3,15.82
13:45:00,2.2,15.83
13:45:01,0.9,15.84
13:45:02,0.9,15.87
13:45:03,0.5,15.83
13:45:05,2.2,15.87
13:45:06,6.7,15.81
13:45:07,0.9,15.82
13:45:08,0.9,15.82
13:45:09,1.4,15.82
13:45:10,0.5,15.83
13:45:12,1.8,15.83
13:45:13,10.4,15.86
13:45:14,14,15.88
13:45:15,15.2,15.90
13:45:16,9.7,15.97
13:45:17,13.5,16.65
13:45:19,4.8,17.19
13:45:20,13.7,17.47
13:45:21,0.9,17.73
13:45:22,1.8,17.78
13:45:23,2.6,17.79
13:45:24,0.9,17.80
13:45:26,1.4,17.80
13:45:27,1.4,17.81
13:45:28,1.3,17.82
13:45:29,1.3,17.83
13:45:30,0.5,17.83
13:45:31,16.2,17.91
13:45:33,1.8,17.94
13:45:34,14.2,18.12
13:45:35,9.1,18.16
13:45:36,7.7,18.16
13:45:37,2.7,18.03
13:45:38,0.5,18.03
13:45:40,3.6,18.03
13:45:41,9.4,18.00
13:45:42,6.2,18.00
13:45:43,2.2,18.01
13:45:44,3.2,18.01
13:45:45,1.4,18.03
13:45:47,0.9,18.03
13:45:48,13.7,18.15
13:45:49,10.9,18.18
13:45:50,0.5,18.20
13:45:51,4.9,18.23
13:45:52,0.9,18.24
13:45:54,14.3,18.23
13:45:55,2.3,18.23
13:45:56,1.8,18.24
13:45:57,9.3,18.39
13:45:58,1.3,18.41
13:45:59,3.1,18.41
13:46:01,0.9,18.41
13:46:02,1.8,18.43
13:46:03,0.9,18.48
13:46:04,1.8,18.48
13:46:05,5.9,18.46
13:46:06,0.9,18.44
13:46:08,6.3,18.47
13:46:09,0.5,18.47
13:46:10,1.4,18.48
13:46:11,1.4,18.48
13:46:12,0.5,18.48
13:46:13,1.8,18.48
13:46:15,0.5,18.49
13:46:16,7.6,18.48
13:46:17,6.3,18.51
13:46:18,1.8,18.49
13:46:19,1.4,18.50
13:46:20,1.8,18.50
13:46:22,4.9,18.48
13:46:23,0.9,18.48
13:46:24,2.7,18.51
13:46:25,2.7,19.06
13:46:26,1.8,19.10
13:46:27,1.8,19.50
13:46:29,12.8,19.39
13:46:30,2.7,19.42
13:46:31,2.3,19.44
13:46:32,4.5,19.43
13:46:33,0.9,19.47
13:46:34,5,19.48
13:46:36,2.7,19.47
13:46:37,1.8,19.42
13:46:38,15,19.46
13:46:39,0.5,19.43
13:46:40,10.9,19.44
13:46:41,0.5,19.43
13:46:43,0.5,19.42
13:46:44,0.9,19.43
13:46:45,1.4,19.44
13:46:46,3.6,19.40
13:46:47,14,19.43
13:46:48,12.9,19.44
13:46:50,1.8,19.40
13:46:51,5.8,19.53
13:46:52,10.2,19.38
13:46:53,4,19.38
13:46:54,1.4,19.38
13:46:55,4.1,19.38
13:46:57,5.4,19.36
13:46:58,1.4,19.37
13:46:59,1.8,19.35
13:47:00,9,19.36
13:47:01,1.3,19.35
13:47:02,0.5,19.35
13:47:04,2.2,19.34
13:47:05,5.3,19.33
13:47:06,5.3,19.32
13:47:07,10.2,19.36
13:47:08,10.9,19.37
13:47:09,0.9,19.35
13:47:11,8.5,19.36
13:47:12,0.9,19.35
13:47:13,2.7,19.36
13:47:14,3.1,19.35
13:47:15,6.2,19.31
13:47:16,2.2,19.34
13:47:18,4.5,19.34
